E_eV,Sig_b
189110,8.93083
189160,7.89443
189220,8.70562
189280,7.14092
189330,8.14612
189390,6.17421
189450,6.42091
189500,6.46261
189560,6.07321
189620,6.046
189670,3.3474
189730,2.8166
189790,2.68439
189840,2.82829
189900,2.50889
189960,3.12998
190010,4.96678
190070,6.42048
190130,5.80457
190190,7.20417
190240,7.70987
190300,7.84667
190360,7.65856
190410,7.60236
190470,7.37256
190530,7.85635
190580,7.22525
190640,8.32815
190700,8.27334
190760,7.76994
190810,6.18364
190870,5.98103
190930,5.49743
190980,6.39803
191040,5.26173
191100,4.97212
191160,5.06432
191210,4.77372
191270,4.58021
191330,4.46791
191390,3.47371
191440,4.1652
191500,4.6798
191560,4.9455
191620,5.99129
191670,6.65259
191730,9.46029
191790,7.89619
191850,8.11028
191900,8.67488
191960,9.71328
192020,10.8956
192080,11.1436
192140,12.3546
192190,11.0026
192250,11.2056
192310,9.76566
192370,11.6976
192420,10.3746
192480,9.13595
192540,7.62384
192600,6.57244
192660,6.68834
192710,6.87683
192770,5.23903
192830,5.74923
192890,5.72723
192950,3.95922
193010,4.49672
193060,4.58642
193120,3.06551
193180,2.26811
193240,1.46851
193300,2.2264
193350,1.7883
193410,3.5587
193470,5.94369
193530,9.82079
193590,11.2155
193650,10.9055
193710,9.34288
193760,8.53348
193820,8.70728
193880,8.42977
193940,7.38347
194000,5.53467
194060,4.15986
194120,4.66446
194170,4.57646
194230,4.32965
194290,4.80755
194350,3.76715
194410,3.77674
194470,3.98094
194530,4.02014
194590,3.67273
194640,5.17933
194700,6.10203
194760,8.29632
194820,9.41342
194880,9.91312
194940,10.4704
195000,10.0304
195060,9.42331
195120,8.4313
195180,7.4559
195240,6.5927
195290,5.6269
195350,6.62899
195410,5.69939
195470,5.06409
195530,4.50048
195590,4.12138
195650,3.74488
195710,3.07797
195770,3.37827
195830,3.65797
195890,3.36016
195950,3.67366
196010,2.19956
196070,2.35065
196130,2.77325
196190,2.69445
196250,2.42634
196310,3.28524
196370,3.72074
196420,3.42623
196480,4.25363
196540,4.74023
196600,4.66812
196660,4.90672
196720,7.03152
196780,6.47311
196840,8.73421
196900,8.76811
196960,10.0543
197020,9.4
197080,9.4421
197140,9.63319
197200,10.5293
197260,10.4123
197320,12.7363
197380,11.1103
197440,9.45478
197500,8.01528
197570,8.04637
197630,6.00917
197690,6.46447
197750,6.76546
197810,5.70966
197870,5.98416
197930,4.77885
197990,3.86605
198050,4.94745
198110,4.45784
198170,4.13044
198230,4.74874
198290,3.65883
198350,3.09153
198410,4.01153
198470,2.83732
198530,3.14772
198590,3.60822
198650,1.98301
198720,2.17291
198780,2.55051
198840,2.2094
198900,1.8141
198960,2.7751
199020,2.91449
199080,2.40339
199140,1.63829
199200,1.61968
199260,2.25608
199320,1.82508
199390,0.645473
199450,0.31409
199510,0.370147
199570,0.948863
199630,0.93195
199690,2.70096
199750,3.08425
199810,4.44925
199880,4.59005
199940,4.23024
200000,3.63214
200060,3.08284
200120,2.84564
200180,2.22923
200240,1.29063
200310,1.45983
200370,1.08173
200430,1.44343
200490,1.28312
200550,0.759172
200610,1.86532
200670,1.89962
200740,2.41902
200800,2.65501
200860,3.51781
200920,4.71061
200980,5.53441
201050,4.73531
201110,6.1374
201170,5.9943
201230,6.3794
201290,7.1998
201360,7.4528
201420,9.48359
201480,9.92429
201540,11.1671
201600,10.9241
201670,11.3401
201730,11.5521
201790,12.2641
201850,12.2431
201910,11.7741
201980,11.7831
202040,11.7181
202100,10.7311
202160,9.73347
202230,10.5281
202290,8.98716
202350,7.36706
202410,6.97566
202480,6.61646
202540,5.72296
202600,7.35045
202660,7.10295
202730,7.44845
202790,7.83125
202850,8.90005
202910,10.09
202980,9.68784
203040,10.596
203100,11.484
203170,11.274
203230,9.73423
203290,10.281
203350,9.82693
203420,8.78873
203480,8.49242
203540,8.18212
203610,7.87242
203670,9.03192
203730,10.644
203800,11.437
203860,12.042
203920,12.223
203990,12.031
204050,11.852
204110,12.766
204170,11.273
204240,11.337
204300,10.012
204370,9.79189
204430,9.65519
204490,9.27959
204560,9.03379
204620,9.50139
204680,9.31189
204750,8.63568
204810,9.28058
204870,8.42708
204940,8.86318
205000,8.27318
205060,8.52967
205130,8.12717
205190,7.25957
205260,8.34927
205320,8.27036
205380,7.31096
205450,7.33326
205510,7.96886
205580,7.00026
205640,7.19615
205700,7.07455
205770,6.77405
205830,6.00975
205900,6.51335
205960,6.11004
206020,6.50254
206090,6.38584
206150,6.88204
206220,6.27363
206280,5.86363
206340,6.32903
206410,5.43713
206470,5.57843
206540,4.72842
206600,5.02912
206670,5.70482
206730,5.78302
206800,5.57212
206860,5.42111
206920,5.18881
206990,4.36821
207050,5.07671
207120,6.53061
207180,5.3409
207250,5.2188
207310,5.2659
207380,4.9356
207440,5.04099
207510,4.56999
207570,4.31469
207640,3.90149
207700,3.96429
207770,2.79238
207830,3.76858
207900,3.00228
207960,2.92828
208030,2.64927
208090,1.36077
208160,1.76757
208220,1.27797
208290,1.29437
208350,1.59096
208420,2.17416
208480,3.59946
208550,6.56656
208610,8.68136
208680,9.34065
208750,9.94035
208810,9.55475
208880,9.87235
208940,10.3438
209010,10.3868
209070,10.3248
209140,10.1368
209200,9.96034
209270,9.79333
209340,8.64033
209400,8.64613
209470,8.21963
209530,6.15823
209600,6.58002
209670,5.47892
209730,4.26312
209800,5.22242
209860,4.84871
209930,2.88611
209990,2.34711
210060,3.12961
210130,3.79021
210190,5.4245
210260,7.1255
210330,7.7276
210390,6.8611
210460,6.9437
210520,6.96849
210590,6.65659
210660,5.19759
210720,5.51449
210790,5.04658
210860,6.33888
210920,8.17008
210990,8.38188
211060,7.63128
211120,6.41627
211190,5.28667
211260,4.18397
211320,4.14137
211390,4.67906
211460,4.05846
211520,4.23726
211590,3.31526
211660,4.17875
211720,4.80365
211790,5.21575
211860,5.48205
211920,5.46485
211990,5.92254
212060,7.06694
212120,5.93174
212190,6.35474
212260,7.36554
212330,7.21693
212390,8.43273
212460,8.39653
212530,9.65113
212590,10.5677
212660,12.3467
212730,10.7307
212800,8.83572
212860,8.82732
212930,8.79531
213000,8.89461
213070,8.06481
213130,8.22521
213200,8.7199
213270,7.8393
213340,8.1881
213400,6.9353
213470,6.9282
213540,6.45099
213610,6.53709
213670,7.50499
213740,8.95909
213810,10.5997
213880,11.6177
213950,9.91138
214010,9.32748
214080,9.65908
214150,9.59217
214220,9.62197
214290,8.99057
214350,7.95747
214420,7.43916
214490,7.66426
214560,7.55716
214630,6.01446
214700,7.82875
214760,8.06665
214830,9.04855
214900,8.47995
214970,7.09515
215040,7.14004
215110,6.80684
215170,7.09814
215240,8.03204
215310,7.94023
215380,7.41893
215450,6.94313
215520,6.63103
215590,5.46463
215650,5.72572
215720,6.25122
215790,6.53532
215860,5.87072
215930,6.10831
216000,5.74531
216070,5.64701
216140,4.97641
216210,5.84901
216270,4.7258
216340,5.367
216410,5.3899
216480,5.3292
216550,5.66349
216620,5.74149
216690,6.86369
216760,8.90139
216830,7.93208
216900,6.22798
216970,5.83808
217040,4.96308
217110,4.32128
217170,4.26317
217240,4.03147
217310,4.05547
217380,4.65737
217450,4.26756
217520,3.55066
217590,3.25176
217660,3.37246
217730,3.58376
217800,3.52955
217870,3.07935
217940,2.82765
218010,3.23295
218080,3.78354
218150,5.24114
218220,6.05184
218290,6.67954
218360,7.85233
218430,8.93963
218500,9.70113
218570,10.0825
218640,9.74932
218710,9.30322
218780,9.18052
218850,8.33572
218920,8.70342
218990,8.32001
219060,7.28411
219130,6.90981
219200,6.49401
219270,6.7543
219340,6.4808
219410,6.2515
219480,5.9088
219560,4.82099
219630,4.97569
219700,5.55089
219770,4.77989
219840,4.60209
219910,4.49538
219980,4.76098
220050,4.08308
220120,4.31528
220190,4.69237
220260,3.48157
220330,3.24167
220410,3.31097
220480,3.26746
220550,3.10706
220620,2.78906
220690,2.20926
220760,2.38425
220830,1.68355
220900,2.61275
220970,3.60405
221050,6.45385
221120,6.58904
221190,8.52784
221260,8.71004
221330,9.29804
221400,9.63073
221470,8.60673
221550,8.11353
221620,7.45343
221690,8.32832
221760,7.06892
221830,6.60002
221900,6.04782
221980,6.41161
222050,7.06941
222120,6.26341
222190,5.53271
222260,5.42511
222340,5.5
222410,5.3302
222480,5.5881
222550,5.2112
222620,4.87449
222700,4.59299
222770,4.17669
222840,3.75079
222910,4.24618
222980,4.18718
223060,4.41638
223130,3.79078
223200,3.52847
223270,3.69307
223350,3.26127
223420,3.87207
223490,4.40407
223560,4.59566
223640,4.40216
223710,3.16136
223780,3.55106
223850,5.70635
223930,6.72075
224000,6.93315
224070,6.21135
224140,6.40514
224220,6.20034
224290,4.59914
224360,4.92614
224440,4.41673
224510,4.07053
224580,4.17403
224660,4.05533
224730,3.69652
224800,4.80392
224870,5.77452
224950,7.08232
225020,7.04631
225090,6.04451
225170,4.65221
225240,4.44831
225310,4.8188
225390,4.1689
225460,5.3024
225540,4.4608
225610,4.91529
225680,5.06769
225760,5.64379
225830,4.58139
225900,4.51809
225980,5.35838
226050,6.93008
226120,7.12738
226200,7.44668
226270,7.87447
226350,8.34027
226420,8.56697
226490,9.30387
226570,9.41606
226640,9.30546
226720,7.29556
226790,6.95566
226860,6.68735
226940,6.38115
227010,7.48605
227090,6.90335
227160,5.35264
227240,5.80714
227310,4.88364
227380,4.66124
227460,4.79653
227530,5.17243
227610,4.70303
227680,4.38573
227760,4.40562
227830,3.36432
227910,4.09172
227980,5.00322
228060,6.38381
228130,5.94781
228200,5.60451
228280,4.35101
228350,4.3429
228430,4.3177
228500,3.2268
228580,3.5955
228650,4.03799
228730,3.76349
228800,3.58439
228880,3.28189
228950,3.15878
229030,3.51608
229110,4.37208
229180,6.52198
229260,6.68117
229330,6.94627
229410,6.98037
229480,7.34137
229560,6.80626
229630,6.32206
229710,5.68846
229780,7.34566
229860,7.68645
229940,6.94085
230010,6.45375
230090,4.99775
230160,5.11224
230240,5.60434
230310,4.89374
230390,4.62774
230470,4.05163
230540,4.00053
230620,3.96753
230690,4.31493
230770,5.20212
230850,4.11622
230920,4.25892
231000,3.92692
231070,3.60331
231150,4.56281
231230,4.08641
231300,4.72311
231380,4.6644
231460,4.0555
231530,3.9421
231610,4.3025
231690,5.12279
231760,4.72359
231840,4.94889
231920,3.93809
231990,3.74978
232070,3.37898
232150,3.23498
232220,2.90508
232300,3.03447
232380,2.76067
232450,2.84157
232530,2.94297
232610,3.32196
232680,3.60696
232760,2.57646
232840,2.51626
232920,2.25125
232990,2.31825
233070,2.05685
233150,1.48515
233220,1.33114
233300,1.82914
233380,1.47544
233460,1.80394
233530,2.20763
233610,2.96763
233690,4.23813
233770,4.09383
233840,6.01652
233920,8.29932
234000,9.94332
234080,9.68822
234150,8.21711
234230,6.09461
234310,5.37571
234390,5.33411
234470,5.1288
234540,4.3773
234620,3.8292
234700,3.82829
234780,2.98849
234860,3.37819
234930,3.28859
235010,3.00918
235090,3.47748
235170,2.88308
235250,2.90938
235330,2.34337
235400,2.87597
235480,2.87417
235560,3.15347
235640,2.85346
235720,2.74786
235800,3.64166
235870,4.05586
235950,5.79375
236030,5.92135
236110,6.06255
236190,6.29105
236270,6.66624
236350,5.55704
236430,5.14324
236500,5.44154
236580,4.79353
236660,4.49963
236740,5.79613
236820,6.81082
236900,7.55282
236980,6.29932
237060,5.65512
237140,4.95091
237220,3.62551
237300,3.10001
237380,2.54031
237460,1.7186
237530,2.8606
237610,4.5603
237690,5.8718
237770,6.58189
237850,6.32029
237930,5.88359
238010,6.61519
238090,6.47208
238170,5.57708
238250,5.92198
238330,5.11328
238410,5.84567
238490,6.95047
238570,6.51827
238650,5.30166
238730,4.42826
238810,3.78196
238890,3.68686
238970,2.85935
239050,3.72815
239130,3.62475
239210,4.66105
239290,6.62394
239370,7.62604
239450,8.90154
239530,8.32294
239610,8.53903
239690,6.72613
239770,7.10533
239860,6.20242
239940,5.89152
240020,5.59802
240100,5.85662
240180,4.72981
240260,4.88481
240340,4.98321
240420,4.32041
240500,4.7206
240580,4.713
240660,4.2447
240740,4.1922
240830,4.13809
240910,4.07749
240990,4.94939
241070,4.63248
241150,4.77538
241230,4.16378
241310,3.87458
241390,3.90297
241480,3.24557
241560,4.29677
241640,3.57997
241720,4.19616
241800,2.76726
241880,3.29176
241970,3.14846
242050,2.93335
242130,3.30755
242210,3.46565
242290,4.24384
242370,3.88044
242460,4.00224
242540,3.20354
242620,3.31943
242700,3.25483
242780,2.35183
242870,1.84693
242950,2.51472
243030,3.59472
243110,3.93602
243200,3.57831
243280,2.90661
243360,2.59951
243440,2.18761
243530,2.1705
243610,2.4805
243690,3.0485
243770,5.0454
243860,6.89979
243940,7.20069
244020,6.22819
244100,4.49348
244190,2.94418
244270,3.17728
244350,3.63728
244430,2.83377
244520,2.11087
244600,1.78437
244680,1.57277
244770,1.78636
244850,1.51796
244930,1.32066
245020,2.04295
245100,1.22255
245180,1.26195
245270,1.57665
245350,1.47734
245430,1.17924
245520,0.790968
245600,1.26604
245680,1.70763
245770,2.33613
245850,2.59563
245930,2.88772
246020,3.44382
246100,4.53792
246190,5.00142
246270,4.62471
246350,3.98721
246440,3.51251
246520,2.7774
246610,2.1206
246690,2.1815
246770,1.4335
246860,1.61979
246940,4.36539
247030,5.26759
247110,6.15149
247200,6.76288
247280,5.05708
247360,4.54168
247450,3.94577
247530,3.86527
247620,3.73907
247700,3.73737
247790,4.76596
247870,4.92666
247960,4.30636
248040,2.20165
248130,1.85935
248210,2.06275
248300,1.77755
248380,3.58584
248470,4.11454
248550,4.94844
248640,5.52773
248720,5.00453
248810,5.44633
248890,5.46133
248980,4.81992
249060,4.64242
249150,4.81272
249230,5.30902
249320,7.28551
249400,7.69171
249490,6.16201
249570,4.8516
249660,4.6641
249750,4.1951
249830,4.1116
249920,3.35959
250000,3.26499
250090,3.35949
250170,3.11029
250260,2.95028
250350,3.40118
250430,3.41508
250520,3.16108
250600,2.90278
250690,2.66717
250780,3.04307
250860,2.18197
250950,2.51627
251030,2.70197
251120,2.19697
251210,1.74096
251290,2.26166
251380,2.46106
251470,2.69366
251550,3.69166
251640,4.39645
251730,4.44355
251810,4.75515
251900,4.01525
251990,4.13635
252070,5.36644
252160,5.56054
252250,5.73214
252330,6.65854
252420,6.56334
252510,7.63874
252600,7.35473
252680,7.83003
252770,7.58433
252860,6.47053
252940,6.23853
253030,4.73932
253120,3.96112
253210,3.28292
253290,2.82822
253380,2.78102
253470,2.26551
253560,2.99471
253640,3.91701
253730,4.85111
253820,4.75971
253910,5.5139
254000,6.0821
254080,6.7348
254170,6.4875
254260,6.7701
254350,6.53199
254440,6.45319
254520,6.15779
254610,6.41949
254700,5.54709
254790,5.88139
254880,6.26128
254970,5.53498
255050,4.93008
255140,4.73548
255230,4.37858
255320,4.87937
255410,3.92247
255500,3.91387
255580,3.16357
255670,3.14217
255760,3.10646
255850,3.30946
255940,3.09846
256030,3.03106
256120,2.51506
256210,2.47275
256300,2.06885
256380,2.69435
256470,3.03615
256560,2.81805
256650,2.99825
256740,3.53674
256830,3.85194
256920,4.44924
257010,4.76144
257100,4.88904
257190,5.09683
257280,4.92943
257370,5.81133
257460,6.04583
257550,6.23953
257640,5.31462
257730,6.14652
257820,7.09862
257910,7.96222
258000,9.74342
258090,9.27941
258180,8.90421
258270,8.19961
258360,6.91901
258450,5.82121
258540,5.7464
258630,5.7985
258720,5.5416
258810,5.0027
258900,5.0014
258990,5.69609
259080,5.91659
259170,5.78599
259260,5.35909
259350,4.99219
259440,4.21138
259530,3.77118
259620,3.92288
259710,4.40448
259800,3.52088
259900,3.50317
259990,3.06827
260080,2.52147
260170,1.99527
260260,2.36137
260350,2.45016
260440,2.54286
260530,2.57116
260620,1.76086
260720,2.70156
260810,2.69235
260900,3.08625
260990,2.27975
261080,1.91425
261170,1.41735
261260,1.60394
261360,2.35744
261450,3.25264
261540,2.83334
261630,2.62314
261720,3.41813
261820,3.88393
261910,4.38713
262000,4.74343
262090,5.28003
262180,5.60492
262280,5.77312
262370,6.69762
262460,7.17332
262550,8.49872
262640,8.44261
262740,7.66671
262830,6.70221
262920,6.73481
263010,6.85591
263110,6.1665
263200,5.5064
263290,6.1052
263390,5.2969
263480,5.7572
263570,5.11469
263660,5.38679
263760,4.69759
263850,5.53199
263940,5.33089
264040,5.64498
264130,6.95038
264220,7.08768
264320,5.69138
264410,5.21448
264500,5.54267
264600,5.09137
264690,5.19927
264780,3.97397
264880,5.18257
264970,5.54296
265060,4.99086
265160,4.91806
265250,4.71866
265340,4.50876
265440,3.79565
265530,3.50835
265630,3.34275
265720,2.70575
265810,3.10565
265910,3.35444
266000,3.65944
266100,2.96464
266190,3.86474
266290,4.08203
266380,4.59323
266470,5.22543
266570,5.35563
266660,6.97013
266760,9.49012
266850,8.87232
266950,6.06652
267040,4.08582
267140,3.77562
267230,2.56681
267330,2.71281
267420,3.15111
267520,2.33711
267610,2.23301
267710,2.6063
267800,2.1605
267900,2.418
267990,1.5223
268090,2.1758
268180,2.03859
268280,1.58729
268370,2.20289
268470,2.39499
268560,2.27509
268660,2.00578
268750,2.46228
268850,3.16158
268950,4.92658
269040,6.87038
269140,7.20207
269230,7.55837
269330,7.05027
269420,7.44487
269520,7.44896
269620,6.71656
269710,6.69276
269810,7.11776
269910,6.22116
270000,5.95915
270100,5.69835
270190,4.62095
270290,5.02865
270390,5.70435
270480,6.89824
270580,8.40374
270680,7.85604
270770,8.30984
270870,7.86593
270970,8.50873
271060,8.84573
271160,8.01123
271260,7.66743
271350,7.80282
271450,7.93752
271550,7.98202
271650,8.56132
271740,7.29012
271840,7.36111
271940,7.40121
272040,6.50061
272130,5.76021
272230,5.32301
272330,5.6069
272430,5.2715
272520,4.6459
272620,4.9429
272720,3.93119
272820,4.34259
272910,3.98189
273010,3.53759
273110,3.26289
273210,2.95228
273310,3.43578
273400,3.78758
273500,3.12458
273600,2.76848
273700,2.37077
273800,1.34627
273890,1.67847
273990,2.08567
274090,3.21326
274190,4.47196
274290,4.91356
274390,6.20206
274490,7.11446
274580,7.68855
274680,8.13305
274780,7.74665
274880,7.33615
274980,6.47445
275080,5.20104
275180,4.41884
275280,3.04394
275380,3.28874
275480,3.60283
275570,4.25403
275670,5.70663
275770,5.85343
275870,6.78283
275970,6.31142
276070,5.79082
276170,5.76082
276270,5.88542
276370,6.21932
276470,6.05541
276570,6.26111
276670,6.73961
276770,6.38681
276870,6.3641
276970,6.4611
277070,5.2998
277170,5.3594
277270,4.8745
277370,5.63449
277470,5.06929
277570,4.89979
277670,4.58609
277770,5.52668
277870,6.79278
277970,7.83698
278070,9.67128
278170,9.27628
278280,8.00897
278380,7.83627
278480,7.31877
278580,7.41017
278680,6.85396
278780,6.39286
278880,6.47156
278980,5.86886
279080,5.99466
279180,5.23435
279290,5.12975
279390,4.17815
279490,4.04115
279590,3.57964
279690,3.21354
279790,3.01634
279890,3.58064
280000,3.88984
280100,3.71233
280200,3.38813
280300,3.46173
280400,3.98903
280510,4.37712
280610,4.46412
280710,4.58912
280810,5.23222
280910,6.28342
281020,6.67411
281120,6.40921
281220,6.43821
281320,6.38381
281430,6.7503
281530,6.8132
281630,7.6161
281730,7.5604
281840,8.2772
281940,7.99779
282040,8.40719
282140,8.34949
282250,7.93929
282350,8.03998
282450,8.24178
282560,8.45418
282660,8.48908
282760,7.86768
282870,8.00327
282970,7.96487
283070,7.96607
283180,7.10327
283280,6.48966
283380,6.91716
283490,6.94486
283590,5.92526
283690,6.13886
283800,6.48175
283900,6.00585
284000,5.99715
284110,5.43665
284210,5.29354
284320,5.37984
284420,5.39274
284520,5.41814
284630,5.47704
284730,4.84893
284840,5.10623
284940,4.28513
285050,3.40983
285150,3.46532
285260,3.14432
285360,3.06082
285460,3.11482
285570,2.86801
285670,3.08631
285780,3.76101
285880,6.41801
285990,8.71311
286090,8.7176
286200,8.0913
286300,7.9704
286410,7.1168
286510,6.64159
286620,7.37649
286720,7.32349
286830,7.16079
286940,6.35998
287040,6.32968
287150,5.98998
287250,5.75848
287360,6.07338
287460,5.74257
287570,6.53797
287680,5.98547
287780,6.20397
287890,5.48886
287990,4.73556
288100,3.90216
288210,3.40666
288310,3.46065
288420,3.82285
288520,3.40025
288630,2.69695
288740,3.01285
288840,2.47844
288950,2.42484
289060,2.47054
289160,3.40214
289270,4.74773
289380,6.70243
289480,7.19703
289590,7.21343
289700,6.45622
289810,7.10832
289910,7.39362
290020,7.96192
290130,8.01581
290230,7.85601
290340,6.68561
290450,6.31221
290560,6.51381
290660,5.966
290770,5.8397
290880,5.4698
290990,5.3297
291090,4.89479
291200,5.11529
291310,5.44299
291420,5.68809
291530,5.83348
291630,5.59608
291740,5.21218
291850,5.05738
291960,5.13858
292070,5.25867
292180,5.22737
292280,4.76357
292390,5.14337
292500,4.67176
292610,3.99286
292720,3.82196
292830,4.55866
292940,5.22395
293040,5.14615
293150,4.31055
293260,3.95865
293370,3.70404
293480,4.09754
293590,5.21324
293700,5.41774
293810,4.60313
293920,4.43893
294030,4.83523
294140,4.27493
294250,4.78433
294360,5.50332
294460,4.76302
294570,4.47612
294680,4.67662
294790,4.28511
294900,4.39091
295010,3.91201
295120,3.45251
295230,3.0886
295340,3.8404
295450,4.077
295560,3.6446
295670,3.48879
295790,3.14269
295900,3.22779
296010,2.76389
296120,2.99758
296230,3.38488
296340,2.63598
296450,2.60738
296560,2.28638
296670,2.95737
296780,3.72027
296890,4.95707
297000,5.70107
297110,5.56546
297230,5.23216
297340,5.79156
297450,5.14906
297560,4.37955
297670,2.42005
297780,2.86405
297890,2.09435
298010,2.39274
298120,1.94804
298230,1.76064
298340,1.72654
298450,2.18133
298570,2.30023
298680,4.07923
298790,5.03223
298900,5.20322
299010,5.27292
299130,5.87822
299240,6.11392
299350,5.65371
299460,5.16541
299580,5.30181
299690,5.65581
299800,6.4062
299910,6.6981
300000,5.9965
300030,5.7627
300140,5.3548
300250,4.9808
300360,4.68279
300480,5.03919
300590,4.94299
300700,5.54369
300820,6.22239
300930,5.61299
301040,4.45968
301160,4.10928
301270,4.03878
301380,4.07648
301500,3.90078
301610,3.78678
301730,3.65217
301840,3.45387
301950,3.31057
302070,3.70027
302180,4.01727
302290,3.59837
302410,3.68196
302520,4.16246
302640,3.62236
302750,3.21966
302870,3.11516
302980,3.10315
303090,2.44295
303210,2.33185
303320,2.07905
303440,2.14705
303550,1.89175
303670,2.30184
303780,2.04284
303900,2.49124
304010,2.64804
304130,2.21514
304240,3.45654
304360,3.99003
304470,4.16543
304590,3.74603
304700,2.35903
304820,1.43863
304940,1.63312
305050,1.34762
305170,0.573881
305280,0.66286
305400,0.557188
305510,0.630036
305630,1.04901
305750,1.28721
305860,1.42081
305980,2.00971
306090,3.14421
306210,5.18321
306330,5.5954
306440,6.5054
306560,7.7074
306680,8.3457
306790,7.6578
306910,6.3826
307030,4.64669
307140,4.07849
307260,2.99269
307380,3.05969
307490,2.28709
307610,2.05728
307730,1.41238
307850,2.01558
307960,3.04988
308080,3.66308
308200,3.62948
308320,3.97977
308430,4.69827
308550,5.04557
308670,5.37677
308790,3.52157
308900,2.74576
309020,2.10256
309140,1.55716
309260,2.42916
309380,3.53976
309490,4.03026
309610,5.56495
309730,5.52425
309850,6.45095
309970,7.73885
310090,7.59515
310200,6.76154
310320,5.24124
310440,4.65404
310560,4.02014
310680,3.52714
310800,3.65674
310920,3.45453
311040,3.49083
311150,3.23183
311270,2.39603
311390,2.62603
311510,2.43853
311630,2.23942
311750,1.81292
311870,1.93392
311990,1.78652
312110,1.22762
312230,1.08661
312350,1.59851
312470,2.21451
312590,2.98671
312710,4.21901
312830,3.99661
312950,3.4565
313070,2.7442
313190,2.8283
313310,2.7597
313430,2.2197
313550,2.27649
313670,2.23589
313790,2.02239
313910,1.97039
314030,1.97829
314150,2.39598
314280,2.27348
314400,2.40158
314520,2.03908
314640,2.21118
314760,2.14878
314880,1.80147
315000,2.26657
315120,2.59717
315240,2.95957
315370,2.72227
315490,2.62636
315610,3.38336
315730,4.01636
315850,4.82086
315970,5.10546
316100,4.11666
316220,4.93525
316340,4.31535
316460,3.87995
316590,2.43185
316710,1.47935
316830,1.36174
316950,0.780092
317070,1.18834
317200,2.84244
317320,3.20804
317440,3.78013
317570,4.01183
317690,4.45243
317810,3.92493
317930,3.60553
318060,3.29683
318180,2.43762
318300,2.08802
318430,1.84802
318550,1.88582
318670,2.52752
318800,2.93821
318920,3.82521
319040,3.99411
319170,4.09511
319290,4.40451
319420,4.831
319540,4.569
319660,4.294
319790,4.4807
319910,4.7255
320040,5.0356
320160,5.28259
320290,4.89219
320410,5.30229
320530,4.88559
320660,4.75379
320780,4.89828
320910,5.45048
321030,5.33408
321160,5.18148
321280,5.60738
321410,5.07177
321530,5.11537
321660,5.06377
321780,5.47567
321910,5.67717
322030,5.30587
322160,5.09526
322290,5.29696
322410,5.26366
322540,4.99146
322660,5.50666
322790,5.32555
322910,5.84045
323040,6.64535
323170,6.75835
323290,6.78345
323420,7.75834
323540,7.73734
323670,7.77274
323800,8.04984
323920,8.17804
324050,8.62033
324180,8.08573
324300,6.92663
324430,6.63003
324560,6.33693
324680,6.18802
324810,6.36562
324940,5.91182
325070,5.77452
325190,5.84272
325320,5.51572
325450,4.93571
325580,5.40521
325700,5.16321
325830,3.84271
325960,3.33661
326090,2.768
326210,3.3832
326340,3.8037
326470,4.8737
326600,5.4873
326730,6.18669
326850,6.99949
326980,6.43949
327110,6.10339
327240,5.73039
327370,5.79588
327500,4.70358
327620,4.90698
327750,4.49148
327880,4.02348
328010,4.12217
328140,3.40777
328270,2.25657
328400,2.78097
328530,3.64137
328660,4.90196
328790,5.63896
328920,5.77936
329050,6.05276
329170,6.47366
329300,7.01405
329430,5.59665
329560,5.59415
329690,6.29365
329820,6.31045
329950,5.90344
330080,5.39644
330210,4.83014
330340,4.52434
330470,3.89164
330610,4.07073
330740,3.27283
330870,3.33523
331000,3.27333
331130,3.10143
331260,3.27813
331390,3.47462
331520,3.41662
331650,3.66402
331780,3.86552
331910,4.59031
332050,5.24641
332180,4.92421
332310,4.52311
332440,4.86481
332570,5.86721
332700,5.6472
332830,6.3251
332970,6.3236
333100,7.5748
333230,8.03469
333360,7.08549
333490,5.74059
333630,5.02209
333760,4.21409
333890,3.50728
334020,3.98898
334160,4.62488
334290,5.49598
334420,5.40218
334550,5.38497
334690,5.64757
334820,5.57647
334950,5.46627
335090,4.79567
335220,4.50436
335350,4.47336
335490,5.00766
335620,5.11316
335750,5.08356
335890,6.05515
336020,7.25935
336150,6.74285
336290,4.82105
336420,3.79175
336560,3.01184
336690,3.05844
336820,3.16894
336960,3.01384
337090,2.99164
337230,2.89463
337360,2.26833
337500,2.43203
337630,2.51143
337770,2.91253
337900,3.69282
338030,3.45172
338170,3.85482
338300,4.24112
338440,4.22482
338570,5.12651
338710,5.26191
338850,5.10131
338980,5.10801
339120,5.25331
339250,5.0784
339390,4.7726
339520,5.0267
339660,4.8696
339800,5.2011
339930,4.76469
340070,4.90509
340200,5.14159
340340,4.64459
340480,4.62968
340610,5.09528
340750,5.10538
340890,4.40738
341020,3.48638
341160,3.59897
341300,4.17027
341430,3.38647
341570,3.59337
341710,3.14197
341840,2.67776
341980,2.69046
342120,1.99276
342260,1.30296
342390,2.03086
342530,4.16175
342670,6.28265
342810,6.80575
342940,6.46665
343080,6.23875
343220,6.51104
343360,7.38854
343500,7.53054
343630,6.64714
343770,5.77303
343910,4.46583
344050,4.05693
344190,3.31863
344330,2.58493
344470,2.34552
344600,2.12232
344740,1.99342
344880,1.85982
345020,1.29362
345160,1.19921
345300,1.15181
345440,0.952869
345580,0.985457
345720,1.63361
345860,2.1108
346000,2.3669
346140,2.7548
346280,4.5852
346420,6.55889
